0.200000;0.200000
0.200000;0.205000
0.200000;0.210000
0.200000;0.215000
0.200000;0.220000
0.200000;0.225000
0.200000;0.230000
0.200000;0.235000
0.200000;0.240000
0.200000;0.245000
0.200000;0.250000
0.200000;0.255000
0.200000;0.260000
0.200000;0.265000
0.200000;0.270000
0.200000;0.275000
0.200000;0.280000
0.200000;0.285000
0.200000;0.290000
0.200000;0.295000
0.200000;0.300000
0.200000;0.305000
0.200000;0.310000
0.200000;0.315000
0.200000;0.320000
0.200000;0.325000
0.200000;0.330000
0.200000;0.335000
0.200000;0.340000
0.200000;0.345000
0.200000;0.350000
0.200000;0.355000
0.200000;0.360000
0.200000;0.365000
0.200000;0.370000
0.200000;0.375000
0.200000;0.380000
0.200000;0.385000
0.200000;0.390000
0.200000;0.395000
0.200000;0.400000
0.200000;0.400000
0.200034;0.402618
0.200137;0.405234
0.200308;0.407846
0.200548;0.410453
0.200856;0.413053
0.201231;0.415643
0.201675;0.418224
0.202185;0.420791
0.202763;0.423345
0.203407;0.425882
0.204118;0.428402
0.204894;0.430902
0.205736;0.433381
0.206642;0.435837
0.207612;0.438268
0.208645;0.440674
0.209741;0.443051
0.210899;0.445399
0.212118;0.447716
0.213397;0.450000
0.214736;0.452250
0.216133;0.454464
0.217587;0.456641
0.219098;0.458779
0.220665;0.460876
0.222285;0.462932
0.223959;0.464945
0.225686;0.466913
0.227463;0.468835
0.229289;0.470711
0.231165;0.472537
0.233087;0.474314
0.235055;0.476041
0.237068;0.477715
0.239124;0.479335
0.241221;0.480902
0.243359;0.482413
0.245536;0.483867
0.247750;0.485264
0.250000;0.486603
0.252284;0.487882
0.254601;0.489101
0.256949;0.490259
0.259326;0.491355
0.261732;0.492388
0.264163;0.493358
0.266619;0.494264
0.269098;0.495106
0.271598;0.495882
0.274118;0.496593
0.276655;0.497237
0.279209;0.497815
0.281776;0.498325
0.284357;0.498769
0.286947;0.499144
0.289547;0.499452
0.292154;0.499692
0.294766;0.499863
0.297382;0.499966
0.300000;0.500000
0.300000;0.500000
0.303927;0.500039
0.307852;0.500154
0.311774;0.500347
0.315692;0.500617
0.319603;0.500963
0.323507;0.501386
0.327402;0.501886
0.331287;0.502462
0.335159;0.503115
0.339018;0.503843
0.342862;0.504647
0.346689;0.505526
0.350498;0.506480
0.354288;0.507509
0.358057;0.508612
0.361803;0.509789
0.365526;0.511039
0.369223;0.512362
0.372894;0.513757
0.376537;0.515224
0.380150;0.516762
0.383732;0.518371
0.387282;0.520050
0.390798;0.521799
0.394279;0.523616
0.397724;0.525501
0.401131;0.527453
0.404500;0.529472
0.407828;0.531557
0.411114;0.533706
0.414358;0.535920
0.417557;0.538197
0.420711;0.540536
0.423819;0.542937
0.426879;0.545398
0.429890;0.547919
0.432850;0.550498
0.435760;0.553135
0.438617;0.555829
0.441421;0.558579
0.444171;0.561383
0.446865;0.564240
0.449502;0.567150
0.452081;0.570110
0.454602;0.573121
0.457063;0.576181
0.459464;0.579289
0.461803;0.582443
0.464080;0.585642
0.466294;0.588886
0.468443;0.592172
0.470528;0.595500
0.472547;0.598869
0.474499;0.602276
0.476384;0.605721
0.478201;0.609202
0.479950;0.612718
0.481629;0.616268
0.483238;0.619850
0.484776;0.623463
0.486243;0.627106
0.487638;0.630777
0.488961;0.634474
0.490211;0.638197
0.491388;0.641943
0.492491;0.645712
0.493520;0.649502
0.494474;0.653311
0.495353;0.657138
0.496157;0.660982
