0.200000;0.200000
0.200000;0.204975
0.200000;0.209950
0.200000;0.214925
0.200000;0.219900
0.200000;0.224875
0.200000;0.229850
0.200000;0.234825
0.200000;0.239800
0.200000;0.244775
0.200000;0.249750
0.200000;0.254725
0.200000;0.259700
0.200000;0.264675
0.200000;0.269650
0.200000;0.274625
0.200000;0.279600
0.200000;0.284575
0.200000;0.289550
0.200000;0.294525
0.200000;0.299500
0.200000;0.304475
0.200000;0.309450
0.200000;0.314425
0.200000;0.319400
0.200000;0.324375
0.200000;0.329350
0.200000;0.334325
0.200000;0.339300
0.200000;0.344275
0.200000;0.349250
0.200000;0.354225
0.200000;0.359200
0.200000;0.364175
0.200000;0.369150
0.200000;0.374125
0.200000;0.379100
0.200000;0.384075
0.200000;0.389050
0.200000;0.394025
0.200000;0.399000
0.200000;0.400000
0.200154;0.415707
0.200617;0.431408
0.201387;0.447096
0.202466;0.462767
0.203852;0.478413
0.205545;0.494029
0.207544;0.509609
0.209849;0.525147
0.212459;0.540636
0.215372;0.556071
0.218587;0.571446
0.222104;0.586755
0.225920;0.601992
0.230035;0.617151
0.234447;0.632226
0.239154;0.647212
0.244155;0.662103
0.249446;0.676892
0.255027;0.691575
0.260896;0.706145
0.267049;0.720597
0.273485;0.734926
0.280200;0.749126
0.287194;0.763191
0.294462;0.777115
0.302002;0.790895
0.309811;0.804524
0.317887;0.817997
0.326225;0.831309
0.334823;0.844454
0.343677;0.857428
0.352785;0.870226
0.362142;0.882842
0.371745;0.895273
0.381590;0.907512
0.391673;0.919556
0.401991;0.931400
0.412540;0.943038
0.423315;0.954467
0.434312;0.965683
0.445528;0.976680
0.456957;0.987456
0.468595;0.998004
0.480439;1.008322
0.492482;1.018406
0.504722;1.028251
0.517152;1.037854
0.529768;1.047211
0.542566;1.056319
0.555540;1.065173
0.568686;1.073771
0.581997;1.082110
0.595470;1.090185
0.609099;1.097995
0.622878;1.105535
0.636803;1.112803
0.650868;1.119796
0.665068;1.126512
0.679396;1.132948
0.693848;1.139102
0.708419;1.144970
0.723101;1.150551
0.737891;1.155843
0.752781;1.160843
0.767767;1.165551
0.782842;1.169963
0.798001;1.174078
0.813238;1.177895
0.828547;1.181411
0.843922;1.184627
0.859357;1.187540
0.874846;1.190150
0.890384;1.192455
0.905964;1.194454
0.921580;1.196147
0.937226;1.197533
0.952897;1.198612
0.968585;1.199383
0.984286;1.199846
0.999993;1.200000
1.015700;1.199846
1.031401;1.199384
1.047089;1.198613
